channelId,portId,channelName,channelLength,channelWidth,channelDepth,channelDepthAtChartDatum,oneWayOrTwoWay,maxVesselLOA,maxVesselBeam,maxVesselDraft,trafficSeparationScheme,speedLimit,tidalWindowRequired,pilotageCompulsory,tugEscortRequired,dayNightRestrictions,visibilityMinimum,windSpeedLimit,currentSpeedLimit,channelSegments,anchorageAreaId
350,90,Port of Miami Inner Navigation Channel,6361,274,15.3,14.7,One-Way,337,53,13.8,FALSE,12,FALSE,TRUE,FALSE,Daylight Hours Preferred,1500,30,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1424, ""width"": 291, ""depth"": 15.2, ""bearing"": 161}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1570, ""width"": 261, ""depth"": 15.8, ""bearing"": 149}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1172, ""width"": 298, ""depth"": 15.3, ""bearing"": 159}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 812, ""width"": 260, ""depth"": 15.3, ""bearing"": 263}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1383, ""width"": 300, ""depth"": 15.3, ""bearing"": 211}]",350
351,90,Port of Miami Basin Access Channel,2079,226,11.8,11,Two-Way,263,49,10.3,FALSE,10,TRUE,TRUE,FALSE,None,1500,40,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 807, ""width"": 239, ""depth"": 11.9, ""bearing"": 45}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 362, ""width"": 254, ""depth"": 11.6, ""bearing"": 315}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 233, ""width"": 254, ""depth"": 11.6, ""bearing"": 243}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 677, ""width"": 242, ""depth"": 11.7, ""bearing"": 255}]",351
352,90,Port of Miami Terminal Access Fairway,1143,89,14.6,13.6,One-Way,310,46,13.1,FALSE,8,FALSE,TRUE,FALSE,None,1500,35,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 340, ""width"": 84, ""depth"": 14.2, ""bearing"": 300}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 803, ""width"": 76, ""depth"": 14.5, ""bearing"": 304}]",352
353,91,Port of Norfolk Main Approach Channel,16055,533,21.1,19.6,Two-Way,391,61,19.6,TRUE,10,FALSE,TRUE,TRUE,None,1000,35,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5236, ""width"": 547, ""depth"": 20.8, ""bearing"": 10}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3659, ""width"": 525, ""depth"": 21.3, ""bearing"": 13}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1592, ""width"": 523, ""depth"": 20.8, ""bearing"": 289}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 5568, ""width"": 543, ""depth"": 21.1, ""bearing"": 233}]",353
354,91,Port of Norfolk Inner Navigation Channel,6922,173,13.8,12.7,One-Way,316,54,12.3,TRUE,10,TRUE,TRUE,FALSE,None,750,45,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1548, ""width"": 153, ""depth"": 13.8, ""bearing"": 202}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1786, ""width"": 198, ""depth"": 13.3, ""bearing"": 110}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1330, ""width"": 150, ""depth"": 14.3, ""bearing"": 330}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 384, ""width"": 160, ""depth"": 13.6, ""bearing"": 154}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1874, ""width"": 146, ""depth"": 13.7, ""bearing"": 227}]",354
355,91,Port of Norfolk Basin Access Channel,2315,118,11.5,10.4,Two-Way,301,50,10,TRUE,6,TRUE,TRUE,TRUE,24/7 Operations,1500,35,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 487, ""width"": 123, ""depth"": 11.0, ""bearing"": 22}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1828, ""width"": 127, ""depth"": 11.6, ""bearing"": 156}]",355
356,91,Port of Norfolk Terminal Access Fairway,903,155,14.8,13.8,One-Way,287,45,13.3,TRUE,6,TRUE,TRUE,TRUE,24/7 Operations,1500,35,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 299, ""width"": 136, ""depth"": 15.0, ""bearing"": 13}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 218, ""width"": 154, ""depth"": 14.4, ""bearing"": 68}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 386, ""width"": 164, ""depth"": 14.4, ""bearing"": 63}]",356
357,92,Port of Boston Main Approach Channel,14035,312,23,21.7,Two-Way,394,60,21.5,FALSE,12,TRUE,TRUE,TRUE,Night Transit with Enhanced Pilotage,500,45,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3247, ""width"": 324, ""depth"": 22.7, ""bearing"": 132}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2107, ""width"": 286, ""depth"": 22.5, ""bearing"": 58}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3197, ""width"": 297, ""depth"": 23.3, ""bearing"": 138}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 5484, ""width"": 339, ""depth"": 22.7, ""bearing"": 53}]",357
358,92,Port of Boston Inner Navigation Channel,2850,209,15.2,14,One-Way,332,50,13.7,FALSE,12,FALSE,TRUE,TRUE,Daylight Hours Preferred,500,40,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 905, ""width"": 231, ""depth"": 15.4, ""bearing"": 201}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 568, ""width"": 187, ""depth"": 14.8, ""bearing"": 281}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 330, ""width"": 191, ""depth"": 15.6, ""bearing"": 324}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1047, ""width"": 221, ""depth"": 15.0, ""bearing"": 254}]",358
359,92,Port of Boston Basin Access Channel,2483,135,10.1,9.5,Two-Way,270,43,8.6,TRUE,6,TRUE,TRUE,FALSE,Daylight Hours Preferred,1000,35,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 602, ""width"": 130, ""depth"": 9.8, ""bearing"": 296}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1881, ""width"": 136, ""depth"": 9.6, ""bearing"": 109}]",359
360,92,Port of Boston Terminal Access Fairway,838,137,14.6,13.9,Two-Way,288,49,13.1,FALSE,6,FALSE,TRUE,TRUE,24/7 Operations,1500,35,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 335, ""width"": 156, ""depth"": 15.0, ""bearing"": 163}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 167, ""width"": 118, ""depth"": 14.3, ""bearing"": 70}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 336, ""width"": 159, ""depth"": 14.2, ""bearing"": 213}]",360
361,93,Port of Montreal Main Approach Channel,8799,505,22.8,21.7,Two-Way,399,55,21.3,TRUE,14,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,1000,45,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2862, ""width"": 523, ""depth"": 22.5, ""bearing"": 132}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2164, ""width"": 475, ""depth"": 22.5, ""bearing"": 2}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 650, ""width"": 484, ""depth"": 22.4, ""bearing"": 245}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1061, ""width"": 501, ""depth"": 23.0, ""bearing"": 111}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 2062, ""width"": 515, ""depth"": 23.0, ""bearing"": 217}]",361
362,93,Port of Montreal Inner Navigation Channel,4920,333,16.9,15.8,One-Way,352,52,15.4,FALSE,8,TRUE,TRUE,TRUE,Daylight Hours Preferred,1500,30,2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1863, ""width"": 360, ""depth"": 17.3, ""bearing"": 5}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1155, ""width"": 354, ""depth"": 16.7, ""bearing"": 313}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1902, ""width"": 351, ""depth"": 17.1, ""bearing"": 317}]",362
363,93,Port of Montreal Basin Access Channel,2232,170,14.3,13.3,Two-Way,251,50,12.8,TRUE,6,TRUE,TRUE,FALSE,None,1500,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 815, ""width"": 194, ""depth"": 14.4, ""bearing"": 208}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 361, ""width"": 160, ""depth"": 13.8, ""bearing"": 330}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 397, ""width"": 147, ""depth"": 14.6, ""bearing"": 96}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 134, ""width"": 187, ""depth"": 14.1, ""bearing"": 65}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 525, ""width"": 170, ""depth"": 13.8, ""bearing"": 139}]",363
364,93,Port of Montreal Terminal Access Fairway,1024,106,10,8.8,Two-Way,312,50,8.5,FALSE,6,TRUE,TRUE,TRUE,24/7 Operations,1500,35,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 161, ""width"": 122, ""depth"": 10.3, ""bearing"": 40}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 319, ""width"": 80, ""depth"": 10.0, ""bearing"": 89}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 175, ""width"": 96, ""depth"": 10.1, ""bearing"": 328}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 369, ""width"": 97, ""depth"": 9.8, ""bearing"": 289}]",364
365,94,Port of Vancouver Main Approach Channel,24451,425,22.7,21.5,One-Way,398,60,21.2,TRUE,14,TRUE,TRUE,TRUE,None,1500,45,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4774, ""width"": 432, ""depth"": 23.2, ""bearing"": 119}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 6028, ""width"": 449, ""depth"": 22.7, ""bearing"": 67}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 3845, ""width"": 411, ""depth"": 22.8, ""bearing"": 358}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 9804, ""width"": 424, ""depth"": 22.5, ""bearing"": 1}]",365
366,94,Port of Vancouver Inner Navigation Channel,7789,220,15,13.9,Two-Way,308,52,13.5,TRUE,10,TRUE,TRUE,TRUE,None,750,45,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3078, ""width"": 237, ""depth"": 14.8, ""bearing"": 183}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1785, ""width"": 232, ""depth"": 15.3, ""bearing"": 338}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2926, ""width"": 213, ""depth"": 14.8, ""bearing"": 256}]",366
367,94,Port of Vancouver Basin Access Channel,2505,177,10.1,9.1,One-Way,259,50,8.6,FALSE,10,FALSE,TRUE,FALSE,24/7 Operations,1500,45,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 638, ""width"": 159, ""depth"": 9.9, ""bearing"": 264}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 682, ""width"": 196, ""depth"": 10.0, ""bearing"": 270}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1185, ""width"": 192, ""depth"": 10.2, ""bearing"": 19}]",367
368,94,Port of Vancouver Terminal Access Fairway,491,109,12,11.1,One-Way,311,50,10.5,TRUE,6,TRUE,TRUE,FALSE,Daylight Hours Preferred,1000,40,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 73, ""width"": 124, ""depth"": 12.4, ""bearing"": 227}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 85, ""width"": 82, ""depth"": 12.4, ""bearing"": 29}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 92, ""width"": 131, ""depth"": 11.8, ""bearing"": 301}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 74, ""width"": 137, ""depth"": 12.4, ""bearing"": 20}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 167, ""width"": 134, ""depth"": 12.0, ""bearing"": 112}]",368
369,94,Port of Vancouver LNG Approach Channel,5256,254,12.1,10.7,One-Way,347,46,10.6,TRUE,10,FALSE,TRUE,TRUE,24/7 Operations,1500,35,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1637, ""width"": 280, ""depth"": 12.4, ""bearing"": 216}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1046, ""width"": 266, ""depth"": 12.5, ""bearing"": 88}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 455, ""width"": 278, ""depth"": 11.9, ""bearing"": 125}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 652, ""width"": 273, ""depth"": 12.4, ""bearing"": 206}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1466, ""width"": 265, ""depth"": 12.2, ""bearing"": 29}]",369
370,95,Port of Halifax Main Approach Channel,19878,274,23.4,22.7,Two-Way,385,62,21.9,TRUE,14,FALSE,TRUE,TRUE,None,750,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3645, ""width"": 261, ""depth"": 23.1, ""bearing"": 166}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 16233, ""width"": 256, ""depth"": 23.4, ""bearing"": 98}]",370
371,95,Port of Halifax Inner Navigation Channel,5975,177,14,13.4,One-Way,304,51,12.5,TRUE,10,FALSE,TRUE,FALSE,Daylight Hours Preferred,1500,30,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1427, ""width"": 155, ""depth"": 14.0, ""bearing"": 68}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 809, ""width"": 184, ""depth"": 13.8, ""bearing"": 208}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1102, ""width"": 176, ""depth"": 14.3, ""bearing"": 313}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 782, ""width"": 175, ""depth"": 13.8, ""bearing"": 62}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1855, ""width"": 184, ""depth"": 13.6, ""bearing"": 244}]",371
372,95,Port of Halifax Basin Access Channel,2041,235,11.4,10.8,One-Way,264,41,9.9,TRUE,6,TRUE,TRUE,TRUE,24/7 Operations,500,30,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 622, ""width"": 226, ""depth"": 11.3, ""bearing"": 129}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 219, ""width"": 256, ""depth"": 11.8, ""bearing"": 124}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 320, ""width"": 216, ""depth"": 11.6, ""bearing"": 257}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 880, ""width"": 242, ""depth"": 11.0, ""bearing"": 206}]",372
373,95,Port of Halifax Terminal Access Fairway,560,146,11.3,10.2,One-Way,304,44,9.8,FALSE,8,TRUE,TRUE,FALSE,Daylight Hours Preferred,1500,40,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 158, ""width"": 163, ""depth"": 11.6, ""bearing"": 246}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 114, ""width"": 127, ""depth"": 10.8, ""bearing"": 335}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 103, ""width"": 161, ""depth"": 11.5, ""bearing"": 156}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 185, ""width"": 160, ""depth"": 11.3, ""bearing"": 89}]",373
374,96,Port of Prince Rupert Main Approach Channel,22023,371,24.4,23.5,Two-Way,386,56,22.9,TRUE,14,TRUE,TRUE,TRUE,None,750,40,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 7887, ""width"": 349, ""depth"": 24.2, ""bearing"": 297}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 14136, ""width"": 369, ""depth"": 24.2, ""bearing"": 262}]",374
375,96,Port of Prince Rupert Inner Navigation Channel,6110,160,17,15.6,One-Way,316,48,15.5,FALSE,8,FALSE,TRUE,FALSE,24/7 Operations,500,35,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1307, ""width"": 133, ""depth"": 17.1, ""bearing"": 266}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 745, ""width"": 185, ""depth"": 17.3, ""bearing"": 90}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1215, ""width"": 187, ""depth"": 16.8, ""bearing"": 134}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1076, ""width"": 154, ""depth"": 16.5, ""bearing"": 169}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1767, ""width"": 171, ""depth"": 17.1, ""bearing"": 273}]",375
376,96,Port of Prince Rupert Basin Access Channel,664,163,11.5,10.2,One-Way,272,49,10,FALSE,10,TRUE,TRUE,FALSE,Daylight Hours Preferred,1500,30,2.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 193, ""width"": 192, ""depth"": 11.3, ""bearing"": 156}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 104, ""width"": 145, ""depth"": 11.9, ""bearing"": 230}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 104, ""width"": 170, ""depth"": 11.7, ""bearing"": 207}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 83, ""width"": 189, ""depth"": 12.0, ""bearing"": 57}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 180, ""width"": 171, ""depth"": 11.5, ""bearing"": 345}]",376
377,96,Port of Prince Rupert Terminal Access Fairway,864,200,11.7,10.9,One-Way,306,44,10.2,TRUE,8,FALSE,TRUE,FALSE,Daylight Hours Preferred,1000,45,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 275, ""width"": 226, ""depth"": 12.1, ""bearing"": 259}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 176, ""width"": 188, ""depth"": 11.6, ""bearing"": 224}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 103, ""width"": 214, ""depth"": 12.2, ""bearing"": 342}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 310, ""width"": 185, ""depth"": 11.7, ""bearing"": 267}]",377
378,97,Port of Manzanillo Main Approach Channel,9549,366,17.7,16.4,Two-Way,391,57,16.2,TRUE,14,TRUE,TRUE,FALSE,24/7 Operations,1500,35,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1523, ""width"": 346, ""depth"": 18.1, ""bearing"": 185}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2064, ""width"": 359, ""depth"": 17.8, ""bearing"": 154}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 5962, ""width"": 350, ""depth"": 17.8, ""bearing"": 320}]",378
379,97,Port of Manzanillo Inner Navigation Channel,4657,200,16.3,15.6,Two-Way,312,50,14.8,TRUE,12,FALSE,TRUE,FALSE,None,500,45,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1199, ""width"": 209, ""depth"": 16.6, ""bearing"": 171}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1265, ""width"": 222, ""depth"": 16.3, ""bearing"": 9}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2193, ""width"": 189, ""depth"": 16.2, ""bearing"": 20}]",379
380,97,Port of Manzanillo Basin Access Channel,1200,193,13.2,12.7,One-Way,312,42,11.7,FALSE,6,TRUE,TRUE,FALSE,24/7 Operations,750,45,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 362, ""width"": 209, ""depth"": 13.2, ""bearing"": 31}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 838, ""width"": 164, ""depth"": 13.5, ""bearing"": 55}]",380
381,97,Port of Manzanillo Terminal Access Fairway,508,170,13.5,12.7,One-Way,265,49,12,FALSE,8,FALSE,TRUE,FALSE,Daylight Hours Preferred,750,30,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 101, ""width"": 151, ""depth"": 13.9, ""bearing"": 103}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 70, ""width"": 189, ""depth"": 13.6, ""bearing"": 278}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 337, ""width"": 199, ""depth"": 13.4, ""bearing"": 54}]",381
382,98,Port of Lazaro Cardenas Main Approach Channel,20199,315,19.4,18,Two-Way,364,61,17.9,FALSE,10,FALSE,TRUE,TRUE,24/7 Operations,1500,30,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3708, ""width"": 325, ""depth"": 19.8, ""bearing"": 295}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3548, ""width"": 332, ""depth"": 19.6, ""bearing"": 129}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2701, ""width"": 340, ""depth"": 19.3, ""bearing"": 153}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 3199, ""width"": 333, ""depth"": 19.8, ""bearing"": 222}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 7043, ""width"": 305, ""depth"": 19.2, ""bearing"": 81}]",382
383,98,Port of Lazaro Cardenas Inner Navigation Channel,5520,337,15,14.2,One-Way,309,51,13.5,FALSE,8,TRUE,TRUE,FALSE,24/7 Operations,750,30,4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1758, ""width"": 357, ""depth"": 14.7, ""bearing"": 108}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3762, ""width"": 331, ""depth"": 15.3, ""bearing"": 195}]",383
384,98,Port of Lazaro Cardenas Basin Access Channel,1817,122,13.1,11.7,One-Way,280,41,11.6,FALSE,8,FALSE,TRUE,FALSE,24/7 Operations,750,40,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 519, ""width"": 104, ""depth"": 13.4, ""bearing"": 320}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1298, ""width"": 93, ""depth"": 12.9, ""bearing"": 239}]",384
385,98,Port of Lazaro Cardenas Terminal Access Fairway,364,139,13.4,12.2,One-Way,314,44,11.9,TRUE,6,TRUE,TRUE,TRUE,None,1000,40,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 100, ""width"": 147, ""depth"": 13.8, ""bearing"": 243}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 264, ""width"": 131, ""depth"": 13.5, ""bearing"": 292}]",385
386,99,Port of Veracruz Main Approach Channel,16632,589,22.2,21.2,One-Way,383,63,20.7,TRUE,12,FALSE,TRUE,FALSE,24/7 Operations,750,45,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3008, ""width"": 598, ""depth"": 22.3, ""bearing"": 11}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 13624, ""width"": 604, ""depth"": 22.0, ""bearing"": 235}]",386
