recordId,vesselType,vesselLOA,vesselBeam,blockCoefficient,transitSpeed,cargoType,vesselStaticDraft,vesselDynamicDraft,cargoCondition,arrivalDraft,departureDraft,requiredUKC,requiredUKCSpec,ukcPolicy,channelDepthAtTide,berthDepthAtTide,tideHeight,waveCondition,waveHeight,squatAllowance,heelAllowance,waveResponseAllowance,safetyMargin,totalAllowances,calculatedUKC,ukcMargin,ukcStatus,optimalTransitTime,isConfined
1252,Suezmax,283,54,0.828,14.1,Refined Products,15.05,14.05,PartLaden,11.05,13.06,1.25,11.3%,Gross,18.8,17.7,7.47,Rough,3.7,3,0.49,1.31,0.34,5.14,7.75,6.5,Safe,05:00,TRUE
1253,Handymax_Bulk,186,33,0.829,14.6,Grain,12.2,12.87,PartLaden,9.87,10.58,1.05,1.05m,Dynamic,15.1,14,11.75,Slight,1.02,3,0.15,0.51,0.6,4.26,1.57,0.52,Adequate,01:15,FALSE
1254,Neo_Panamax,346,52,0.663,21.2,Containers,14.1,11.74,Ballast,8.74,14.1,0.74,0.74m,Net,13.6,11.7,3.84,Slight,0.61,3,0.55,0.18,0.38,4.11,1.13,0.39,Marginal,08:45,TRUE
1255,Suezmax,284,49,0.839,13.1,Crude Oil,15.75,13.32,PartLaden,10.32,7.24,1.03,9.9%,Dynamic,15.9,15.1,2.39,Moderate,2.18,3,0.25,0.77,0.65,4.67,1.56,0.53,Adequate,03:00,TRUE
1256,Handysize_Bulk,179,30,0.791,12.6,General Bulk,9.48,7.74,Ballast,4.74,9.48,0.98,0.98m,Net,10.4,8.6,3.87,Moderate,1.49,3,0.24,0.74,0.61,4.59,1.68,0.7,Adequate,16:30,TRUE
1257,MR_Tanker,183,33,0.782,14.9,Refined Products,10.07,8.54,Ballast,5.54,10.07,0.78,14.2%,Gross,10.3,9.1,0.46,Calm,0.05,3,0.28,0,0.5,3.78,4.76,3.98,Safe,09:00,TRUE
1258,ULCV,381,58,0.706,23.4,Containers,14.84,11.9,Ballast,8.9,14.84,1.13,1.13m,Dynamic,13.8,13.1,1.04,Calm,0.34,3,0.7,0,0.43,4.13,1.2,0.07,Marginal,19:45,FALSE
1259,Aframax,255,47,0.787,14.2,Refined Products,14.37,10.18,Ballast,7.18,14.37,0.85,11.8%,Dynamic,12,11.4,4.32,Calm,0.26,3,0.43,0,0.63,4.06,1.39,0.54,Adequate,05:30,TRUE
1260,Panamax_Bulk,245,32,0.827,13.5,Coal,14.27,17.27,Laden,14.27,8.15,0.88,0.88m,Net,19.9,19,0.24,Rough,2.63,3,0.22,1.07,0.69,4.98,1.34,0.46,Marginal,15:00,TRUE
1261,Panamax_Bulk,245,38,0.85,13.3,Coal,13.05,8.09,Ballast,5.87,10.05,0.75,0.75m,Net,12.3,11.4,3.83,Moderate,2.13,2.22,0.18,0.87,0.52,3.79,3.16,2.41,Safe,12:30,FALSE
1262,VLCC,340,62,0.834,12.3,Crude Oil,20.07,23.07,Laden,20.07,14.07,0.71,0.71m,Net,26.9,25.5,9.57,Slight,0.82,3,0.44,0.24,0.49,4.17,3.15,2.44,Safe,16:00,FALSE
1263,Handymax_Bulk,187,29,0.823,14.6,Grain,10.59,8.08,Ballast,5.08,7.94,0.92,0.92m,Net,11.2,9.5,0.94,Calm,0.16,3,0.2,0,0.49,3.69,2.92,2,Safe,00:15,TRUE
1264,MR_Tanker,189,33,0.798,15.3,Refined Products,9.76,12.76,Laden,9.76,5.37,0.71,7.3%,Net,15.8,14.8,1.71,Moderate,1.71,3,0.28,0.85,0.76,4.89,1.91,1.2,Safe,17:45,FALSE
1265,Panamax_Bulk,224,36,0.847,13.2,Iron Ore,12.55,8.37,Ballast,5.65,12.55,0.71,12.5%,Gross,8.6,7.6,4.69,Rough,3.8,2.72,0.14,1.5,0.44,4.8,2.95,2.24,Safe,14:30,FALSE
1266,Cruise_Ship,310,39,0.586,23.6,Passengers,9.03,11.13,Ballast,8.13,6.75,1.49,1.49m,Gross,11.7,10.5,1.73,Slight,1.2,3,0.44,0.39,0.76,4.59,3.57,2.08,Safe,05:30,FALSE
1267,Panamax_Tanker,250,32,0.794,13.5,Chemicals,13.45,16.45,Laden,13.45,6.99,1.47,1.47m,Dynamic,19.6,17.7,3.76,Calm,0.45,3,0.2,0,0.75,3.95,2.95,1.48,Safe,14:15,TRUE
1268,Panamax_Container,284,37,0.662,23.2,Containers,12.75,15.75,Laden,12.75,8.29,1.31,1.31m,Gross,16.8,14.9,0.65,Slight,0.82,3,0.42,0.29,0.75,4.46,4.05,2.74,Safe,03:30,TRUE
1269,Panamax_Container,269,33,0.67,23.1,Containers,12.98,15.98,Laden,12.98,8.44,1.45,11.1%,Gross,19.3,18.2,3.75,Moderate,2.38,3,0.42,0.88,0.63,4.93,6.32,4.87,Safe,15:00,FALSE
1270,VLCC,334,69,0.82,10.9,Crude Oil,21.86,21.1,PartLaden,18.1,12.94,1.55,1.55m,Gross,25.5,23.8,4.8,Moderate,1.7,3,0.5,0.51,0.57,4.58,7.4,5.85,Safe,04:45,TRUE
1271,ULCV,390,58,0.688,23.5,Containers,15.32,12.19,Ballast,9.19,15.32,1.14,1.14m,Dynamic,14.7,13.9,7.68,Slight,1.05,3,0.58,0.27,0.38,4.23,1.66,0.52,Adequate,21:45,TRUE
1272,LNG_Carrier,325,44,0.728,17.6,LNG,11.47,12.06,PartLaden,9.06,10.38,1.3,1.3m,Gross,16.9,15.4,0.6,Calm,0.25,3,0.36,0,0.72,4.08,7.84,6.54,Safe,01:30,TRUE
1273,Suezmax,292,48,0.823,13.8,Crude Oil,15.56,13.4,PartLaden,10.4,13.66,0.88,8.5%,Dynamic,15.9,14.8,1.99,Moderate,1.84,3,0.4,0.63,0.36,4.39,1.47,0.59,Adequate,13:15,TRUE
1274,VLCC,347,63,0.835,10.4,Crude Oil,22.26,13.02,Ballast,10.02,22.26,0.71,7.1%,Net,14.4,12.9,4.92,Slight,0.61,3,0.43,0.18,0.61,4.22,0.77,0.06,Marginal,13:15,TRUE
1275,Panamax_Bulk,226,33,0.844,13.4,Grain,14.39,13.12,PartLaden,10.12,8.49,0.53,5.3%,Net,15.6,14.4,3.45,Slight,1.19,3,0.12,0.53,0.42,4.07,1.83,1.3,Safe,06:00,TRUE
1276,Suezmax,281,52,0.826,12.6,Refined Products,16.15,19.15,Laden,16.15,7.75,1.89,11.7%,Dynamic,22.9,21.2,1.36,Slight,1.1,3,0.23,0.39,0.74,4.36,3.13,1.24,Safe,05:00,TRUE
1277,ULCV,392,56,0.701,23.5,Containers,14.51,17.51,Laden,14.51,8.12,1.66,11.4%,Dynamic,22.2,21.3,4.43,Slight,0.84,3,0.44,0.21,0.33,3.98,4.04,2.38,Safe,07:00,TRUE
1278,Panamax_Tanker,229,32,0.816,14.1,Refined Products,12.77,13.64,PartLaden,10.64,11.15,0.98,9.2%,Dynamic,15.6,14.8,1.62,Slight,0.65,3,0.24,0.28,0.72,4.24,1.44,0.46,Marginal,04:30,FALSE
1279,Handymax_Bulk,185,28,0.821,14.2,Grain,11.13,11.63,PartLaden,8.63,6.06,1.2,13.9%,Gross,14.3,12.9,1.27,Slight,1.2,3,0.19,0.6,0.6,4.39,5.67,4.47,Safe,08:15,TRUE
1280,General_Cargo,145,21,0.748,13.1,Project Cargo,8.57,8.21,PartLaden,5.84,4.92,1.26,1.26m,Dynamic,10.8,9.5,3.32,Slight,0.94,2.37,0.14,0.47,0.7,3.68,1.98,0.72,Adequate,08:00,FALSE
1281,Panamax_Tanker,227,33,0.811,14.1,Refined Products,12.92,15.92,Laden,12.92,6.72,0.87,0.87m,Dynamic,19.5,18.6,0.81,Calm,0.05,3,0.23,0,0.52,3.75,3.35,2.48,Safe,19:30,TRUE
1282,Neo_Panamax,332,49,0.664,22.2,Containers,13.55,12.97,PartLaden,9.97,6.55,0.84,0.84m,Dynamic,17.6,15.8,2.12,Slight,0.72,3,0.38,0.22,0.3,3.9,4.03,3.19,Safe,12:15,FALSE
1283,Capesize_Bulk,292,50,0.851,14.7,Coal,18.49,10.77,Ballast,7.77,18.49,1.37,1.37m,Gross,16.1,14.6,4.98,Slight,0.79,3,0.3,0.27,0.5,4.07,8.33,6.96,Safe,13:30,TRUE
1284,General_Cargo,167,20,0.746,12.5,General Cargo,7.85,7.32,Ballast,4.32,7.85,0.5,8.4%,Net,9.6,8.5,0.82,Moderate,1.5,3,0.13,0.75,0.54,4.42,1.4,0.9,Adequate,04:00,TRUE
1285,Capesize_Bulk,295,49,0.835,12.2,Coal,17.98,16.88,PartLaden,13.88,9.67,0.76,5.5%,Net,18.2,16.3,1.64,Slight,1.08,3,0.18,0.37,0.42,3.97,0.77,0.01,Marginal,02:45,FALSE
1286,Capesize_Bulk,274,45,0.868,13.7,Iron Ore,17.64,10.41,Ballast,7.41,14.47,1.03,13.9%,Gross,11.6,10.5,1.13,Calm,0.37,3,0.36,0,0.78,4.14,4.19,3.16,Safe,05:15,TRUE
1287,Car_Carrier,196,33,0.599,18.2,Vehicles,8.53,11.53,Laden,8.53,4.99,1.18,1.18m,Gross,14.2,13.5,4.94,Moderate,2.45,3,0.22,1.23,0.55,5,5.67,4.49,Safe,12:30,FALSE
1288,Feeder_Container,192,30,0.648,16.9,Containers,10.77,11.14,PartLaden,8.14,10.08,0.97,11.9%,Gross,12.6,11.5,3.28,Slight,0.93,3,0.3,0.47,0.44,4.21,4.46,3.49,Safe,22:30,FALSE
1289,ULCV,393,56,0.696,23.8,Containers,15.19,18.19,Laden,15.19,9.11,1.48,9.8%,Net,21.4,20,2.2,Moderate,1.65,3,0.8,0.42,0.61,4.83,1.99,0.51,Adequate,12:15,TRUE
1290,MR_Tanker,177,31,0.778,13.5,Chemicals,10.46,13.46,Laden,10.46,5.75,0.81,7.7%,Net,14.6,12.8,3.39,Calm,0.42,3,0.15,0,0.7,3.85,0.99,0.18,Marginal,17:30,TRUE
1291,Handymax_Bulk,175,31,0.838,14.5,Cement,10.34,13.34,Laden,10.34,4.96,0.58,0.58m,Net,17.8,17.1,1.98,Calm,0.29,3,0.13,0,0.6,3.73,4.33,3.75,Safe,23:30,FALSE
1292,MR_Tanker,187,30,0.798,14.7,Refined Products,9.88,12.88,Laden,9.88,5.43,0.93,0.93m,Dynamic,15.4,13.5,4.6,Slight,1.02,3,0.3,0.51,0.61,4.42,1.71,0.78,Adequate,22:00,TRUE
1293,General_Cargo,134,24,0.731,14,General Cargo,8.68,8.88,PartLaden,6.23,4.6,1.31,1.31m,Gross,10.2,9.1,7.9,Calm,0.5,2.65,0.14,0.25,0.36,3.4,3.97,2.66,Safe,16:15,FALSE
1294,Panamax_Container,271,38,0.636,23.9,Containers,12.26,10.97,Ballast,7.97,12.26,1.65,1.65m,Gross,14.5,13.7,3.43,Rough,2.54,3,0.45,0.94,0.57,4.96,6.53,4.88,Safe,19:45,TRUE
1295,Panamax_Bulk,245,33,0.854,13.3,Coal,12.95,15.74,Laden,12.95,5.83,1.81,1.81m,Gross,20.3,19.8,0.24,Moderate,1.52,2.79,0.26,0.62,0.44,4.11,7.35,5.54,Safe,14:15,FALSE
1296,VLCC,328,65,0.843,12.9,Crude Oil,20.66,12.3,Ballast,9.3,18.56,0.66,7.1%,Net,15.9,14.2,1.18,Rough,2.85,3,0.36,0.87,0.6,4.83,2.37,1.71,Safe,04:30,TRUE
1297,Suezmax,285,53,0.834,13.9,Refined Products,15.37,14.19,PartLaden,11.21,7.95,1.13,10.1%,Gross,17.9,16,0.5,Calm,0.02,2.98,0.26,0,0.5,3.74,6.69,5.56,Safe,15:15,FALSE
1298,Panamax_Tanker,231,32,0.815,15.5,Chemicals,12.53,15.53,Laden,12.53,6.52,1.83,14.6%,Gross,20.3,18.5,4.85,Moderate,1.63,3,0.31,0.71,0.66,4.68,7.77,5.94,Safe,03:00,FALSE
1299,MR_Tanker,184,34,0.761,13.8,Chemicals,10.74,10.11,PartLaden,7.11,10.05,0.62,8.7%,Net,12.4,11.1,4.52,Moderate,1.88,3,0.25,0.94,0.64,4.83,1.1,0.48,Marginal,21:45,TRUE
1300,ULCV,398,62,0.698,22.1,Containers,15.02,18.02,Laden,15.02,8.33,2.17,14.5%,Gross,22.5,21.3,1.14,Slight,0.9,3,0.8,0.23,0.53,4.56,7.48,5.31,Safe,02:15,TRUE
1301,Handysize_Bulk,142,25,0.803,13.8,Grain,10.15,9.64,PartLaden,6.64,9.2,0.78,11.8%,Dynamic,11.1,10.5,3.42,Calm,0.15,3,0.21,0,0.76,3.97,1.25,0.47,Marginal,03:00,FALSE
1302,LNG_Carrier,293,53,0.725,17.8,LNG,12.3,15.3,Laden,12.3,8,1.36,11.0%,Gross,20.4,19,3.56,Slight,0.7,3,0.49,0.24,0.43,4.16,8.1,6.74,Safe,23:15,FALSE
1303,Aframax,243,42,0.792,12.4,Refined Products,14.2,17.18,Laden,14.2,7.1,0.89,6.3%,Net,20.9,19.6,4.23,Calm,0.45,2.98,0.34,0,0.39,3.71,3.38,2.49,Safe,03:00,FALSE
1304,Panamax_Bulk,230,36,0.85,13,Iron Ore,13.84,12.94,PartLaden,9.94,11.13,0.92,9.3%,Dynamic,14.5,13.5,2.32,Calm,0.11,3,0.18,0,0.78,3.96,1.38,0.46,Marginal,06:15,TRUE
1305,Car_Carrier,182,32,0.574,18.3,Vehicles,9.11,12.11,Laden,9.11,5.77,1.22,13.4%,Gross,12.4,10.9,0.08,Moderate,2.4,3,0.25,1.2,0.49,4.94,3.29,2.07,Safe,23:45,FALSE
1306,VLCC,330,64,0.843,13,Crude Oil,19.71,22.71,Laden,19.71,10.93,0.69,0.69m,Net,25.3,24.6,1.85,Rough,3.23,3,0.42,0.98,0.63,5.03,1.19,0.5,Adequate,03:15,TRUE
1307,Feeder_Container,185,22,0.633,17,Containers,8.41,11.41,Laden,8.41,5.72,0.5,5.1%,Net,15,13.5,1.89,Calm,0.4,3,0.16,0,0.32,3.48,3.43,2.93,Safe,22:00,TRUE
1308,General_Cargo,158,20,0.709,12.9,Steel,8.01,6.58,Ballast,4.41,8.01,0.74,0.74m,Net,7.8,6,0.17,Calm,0.12,2.17,0.17,0,0.61,2.95,1.05,0.31,Marginal,11:45,FALSE
1309,LNG_Carrier,282,53,0.743,17,LNG,11.57,10.52,Ballast,7.52,8.88,0.61,0.61m,Net,12.6,11.9,0.95,Moderate,1.26,3,0.52,0.45,0.33,4.3,1.11,0.5,Adequate,19:30,FALSE
1310,Capesize_Bulk,278,43,0.832,13.2,Iron Ore,16.52,19.52,Laden,16.52,6.94,1.71,1.71m,Gross,22.7,21.7,2.21,Slight,0.68,3,0.32,0.24,0.73,4.29,6.18,4.47,Safe,12:45,FALSE
1311,Panamax_Tanker,235,35,0.802,15.5,Chemicals,13.14,16.14,Laden,13.14,9.55,0.8,6.1%,Net,17.6,16.5,0.15,Calm,0.48,3,0.18,0,0.35,3.53,1.28,0.48,Marginal,03:15,FALSE
1312,LNG_Carrier,299,46,0.749,17.3,LNG,11.04,14.04,Laden,11.04,6.67,0.78,7.0%,Net,17.4,15.9,4.44,Moderate,1.4,3,0.46,0.47,0.64,4.57,2.43,1.65,Safe,12:00,TRUE
1313,MR_Tanker,182,30,0.775,15.5,Refined Products,11.16,11.37,PartLaden,8.37,5.86,0.92,10.9%,Dynamic,13.8,12.5,1.18,Moderate,1.45,3,0.3,0.72,0.73,4.75,1.41,0.49,Marginal,07:30,FALSE
1314,Cruise_Ship,277,33,0.595,21.5,Passengers,7.54,10.54,Laden,7.54,6.79,0.63,0.63m,Net,14.1,12.7,1.87,Moderate,1.29,3,0.44,0.47,0.63,4.54,2.65,2.02,Safe,22:30,TRUE
1315,Cruise_Ship,357,38,0.622,18.5,Passengers,8.83,11.83,Laden,8.83,7.95,1.63,1.63m,Gross,13.3,11.8,1.51,Moderate,2.42,3,0.19,0.68,0.59,4.46,4.47,2.84,Safe,00:15,FALSE
1316,LNG_Carrier,290,48,0.722,17.8,LNG,12,10.81,PartLaden,7.81,10.23,1.06,13.5%,Gross,12.1,10.7,11.33,Slight,0.59,3,0.31,0.2,0.72,4.23,4.29,3.23,Safe,16:45,TRUE
1317,Panamax_Bulk,236,36,0.832,13.6,Coal,12.55,15.55,Laden,12.55,7.89,1.39,11.1%,Dynamic,19.2,18.6,1.46,Calm,0.03,3,0.17,0,0.59,3.76,3.48,2.09,Safe,22:00,TRUE
1318,Aframax,247,42,0.793,14.9,Crude Oil,14.47,10.24,Ballast,7.24,12.5,0.5,6.2%,Net,11.6,9.7,4.97,Calm,0.22,3,0.23,0,0.6,3.83,1.13,0.63,Adequate,20:45,TRUE
1319,Suezmax,278,53,0.823,14.6,Crude Oil,16.87,11.1,Ballast,8.1,14.77,0.82,10.1%,Dynamic,13.4,12.5,0.28,Slight,1.02,3,0.39,0.37,0.36,4.12,1.54,0.72,Adequate,18:15,FALSE
1320,General_Cargo,122,26,0.709,12.4,General Cargo,8.41,8.48,PartLaden,5.6,7.22,0.67,11.9%,Gross,12.8,10.8,2.48,Moderate,2.03,2.88,0.16,1.01,0.62,4.67,7.2,6.53,Safe,23:30,TRUE
1321,Handymax_Bulk,187,31,0.837,13.2,Cement,10.89,10.07,PartLaden,7.38,10.06,0.79,10.7%,Dynamic,12.1,11.2,5.09,Moderate,1.93,2.69,0.2,0.96,0.52,4.37,0.87,0.08,Marginal,17:00,FALSE
1322,MR_Tanker,176,32,0.793,15.4,Refined Products,9.89,8.44,Ballast,5.44,9.89,0.81,0.81m,Net,10.9,9.9,4.15,Moderate,2.18,3,0.22,1.09,0.79,5.1,1.15,0.34,Marginal,22:00,TRUE
1323,Panamax_Container,269,33,0.68,22.8,Containers,12.18,10.92,Ballast,7.92,12.18,1.79,1.79m,Gross,15,13.2,0.38,Calm,0.44,3,0.21,0,0.6,3.81,7.08,5.29,Safe,13:45,TRUE
1324,Feeder_Container,177,29,0.614,19.5,Containers,8.45,11.45,Laden,8.45,5.47,0.92,10.9%,Gross,14.7,13.3,4.58,Slight,0.8,3,0.17,0.4,0.38,3.95,6.25,5.33,Safe,22:00,FALSE
1325,Panamax_Container,262,33,0.632,21.6,Containers,13.15,16.15,Laden,13.15,8.55,0.97,0.97m,Dynamic,19.4,17.5,1.73,Calm,0.26,3,0.32,0,0.75,4.07,2.93,1.96,Safe,20:45,TRUE
1326,MR_Tanker,170,30,0.785,15.5,Chemicals,11.46,9.3,Ballast,6.3,11.46,1.21,1.21m,Gross,11.7,10.8,0.73,Slight,1.24,3,0.2,0.62,0.64,4.46,5.4,4.19,Safe,07:45,FALSE
1327,Neo_Panamax,349,49,0.677,20,Containers,13.69,16.69,Laden,13.69,8.49,1.41,1.41m,Dynamic,19.2,18.1,1.12,Slight,0.97,3,0.27,0.28,0.34,3.89,1.96,0.55,Adequate,01:15,TRUE
1328,Feeder_Container,161,30,0.638,17.2,Containers,9.31,10.38,PartLaden,7.38,4.48,0.61,8.3%,Dynamic,12.4,10.7,2.26,Slight,1.04,3,0.28,0.52,0.67,4.47,1.22,0.61,Adequate,01:15,FALSE
1329,VLCC,335,64,0.844,12.7,Crude Oil,19.07,22.07,Laden,19.07,10.74,2.2,11.6%,Gross,25.3,23.7,8.31,Slight,1.18,3,0.28,0.35,0.8,4.43,6.23,4.03,Safe,19:30,TRUE
1330,Handymax_Bulk,189,28,0.835,13.9,Grain,12.16,15.16,Laden,12.16,8.52,1.82,15.0%,Gross,16.5,14.7,2.24,Calm,0.41,3,0.11,0,0.8,3.91,4.34,2.52,Safe,22:30,TRUE
1331,Car_Carrier,199,31,0.577,20.4,Vehicles,9.79,12.79,Laden,9.79,7.34,0.58,0.58m,Net,14.2,13,1.92,Calm,0.27,3,0.33,0,0.38,3.71,1.08,0.5,Adequate,10:30,FALSE
1332,Capesize_Bulk,277,49,0.832,13.2,Coal,16.61,19.61,Laden,16.61,9.49,0.94,5.6%,Net,24.1,23.3,1.85,Calm,0.01,3,0.43,0,0.33,3.76,4.06,3.12,Safe,18:45,TRUE
1333,General_Cargo,168,23,0.714,12.6,Steel,7.88,6,Ballast,4.33,7.88,0.5,7.3%,Net,8.8,8,1.16,Calm,0.47,1.67,0.17,0,0.58,2.42,2.63,2.13,Safe,04:30,FALSE
1334,Car_Carrier,223,32,0.572,19.6,Vehicles,8.99,11.99,Laden,8.99,6.74,1.07,1.07m,Gross,12.1,11.3,2,Moderate,2.49,3,0.41,1.12,0.44,4.97,3.11,2.04,Safe,10:45,FALSE
1335,Cruise_Ship,335,32,0.637,20.4,Passengers,7.63,8.21,PartLaden,5.21,4.78,1.42,1.42m,Gross,10.9,9.2,3.48,Moderate,2.42,3,0.18,0.72,0.5,4.4,5.69,4.27,Safe,19:15,TRUE
1336,Aframax,244,42,0.796,12.8,Refined Products,12.94,9.47,Ballast,6.47,12.94,0.83,12.8%,Gross,10.5,9.1,2.41,Calm,0.48,3,0.27,0,0.73,4,4.03,3.2,Safe,05:45,TRUE
1337,Handysize_Bulk,143,29,0.815,13.5,General Bulk,10.28,10.31,PartLaden,7.31,6.58,1.1,15.0%,Gross,13.3,12.1,10.71,Moderate,2.36,3,0.16,1.18,0.35,4.69,5.99,4.89,Safe,11:30,TRUE
1338,Aframax,256,43,0.796,13.7,Crude Oil,14.87,17.87,Laden,14.87,7.43,0.94,0.94m,Dynamic,21.2,19.5,1.53,Moderate,2.16,3,0.21,0.84,0.67,4.72,2.28,1.34,Safe,12:30,FALSE
1339,LNG_Carrier,282,43,0.739,18.7,LNG,11.79,14.79,Laden,11.79,8.65,1.57,13.3%,Gross,19.1,17.4,10.15,Calm,0.34,3,0.54,0,0.38,3.92,7.31,5.74,Safe,10:45,TRUE
1340,Suezmax,297,52,0.808,14,Refined Products,16.47,19.47,Laden,16.47,9.51,1.29,7.8%,Net,21.6,20,1.56,Slight,1.06,3,0.48,0.36,0.31,4.15,1.29,0,Marginal,09:15,TRUE
1341,Aframax,261,45,0.814,13.2,Crude Oil,12.53,9.26,Ballast,6.26,12.53,0.61,9.7%,Net,11.8,11.1,7.48,Slight,0.53,3,0.35,0.2,0.39,3.94,1.99,1.38,Safe,10:45,TRUE
1342,Capesize_Bulk,294,45,0.852,14.9,Iron Ore,16.25,9.65,Ballast,6.83,16.25,1.92,1.92m,Gross,14,12.1,0.9,Slight,0.51,2.82,0.22,0.17,0.6,3.81,7.17,5.25,Safe,01:45,FALSE
1343,Panamax_Tanker,233,36,0.78,14,Refined Products,12.43,9.46,Ballast,6.46,12.43,0.75,11.6%,Gross,11.3,10.8,2.32,Very Rough,5.05,3,0.23,1.5,0.72,5.45,4.84,4.09,Safe,04:00,TRUE
1344,Panamax_Bulk,236,35,0.835,14.9,Grain,13.87,14.19,PartLaden,11.19,6.49,1.18,10.5%,Dynamic,16,15.3,4.2,Calm,0.3,3,0.18,0,0.59,3.77,1.63,0.45,Marginal,17:45,TRUE
1345,VLCC,320,69,0.829,13.1,Crude Oil,18.52,11.33,Ballast,8.33,13.03,1.21,1.21m,Dynamic,15.4,13.5,1.8,Calm,0.1,3,0.49,0,0.74,4.23,3.58,2.37,Safe,20:45,TRUE
1346,Aframax,258,45,0.815,12.3,Crude Oil,14.28,17.28,Laden,14.28,7.14,1.1,1.1m,Gross,20.9,19.8,2,Rough,3.45,3,0.21,1.34,0.43,4.98,6.62,5.52,Safe,07:00,TRUE
1347,MR_Tanker,190,34,0.765,13,Chemicals,11.11,12,PartLaden,9,10.25,1.07,11.9%,Gross,16.5,15.8,1.43,Calm,0.05,3,0.26,0,0.59,3.85,7.5,6.43,Safe,16:00,TRUE
1348,ULCV,393,62,0.698,23.6,Containers,15.32,18.32,Laden,15.32,9.19,1.32,1.32m,Dynamic,21.7,20.5,0.3,Calm,0.25,3,0.59,0,0.77,4.36,2.79,1.47,Safe,23:00,FALSE
1349,ULCV,385,62,0.709,21.1,Containers,14.96,13.59,PartLaden,10.59,7.77,1.38,1.38m,Dynamic,16.7,15.8,2.34,Moderate,1.65,3,0.8,0.43,0.53,4.76,1.88,0.5,Adequate,00:15,TRUE
1350,Handymax_Bulk,175,32,0.831,14.7,Cement,10.82,7.86,Ballast,5.19,9.5,0.5,6.5%,Net,12.6,11.1,2.02,Calm,0.11,2.67,0.24,0,0.74,3.65,4.5,4,Safe,09:00,FALSE
1351,ULCV,395,57,0.693,22.5,Containers,14.72,11.83,Ballast,8.83,11.27,0.94,0.94m,Dynamic,16.7,15.3,4.99,Calm,0.46,3,0.7,0,0.31,4.01,4.17,3.23,Safe,07:30,FALSE
1352,Feeder_Container,168,30,0.659,17.7,Containers,10.64,13.64,Laden,10.64,6.78,1.45,1.45m,Dynamic,18,16.3,4.38,Slight,1.16,3,0.31,0.58,0.51,4.4,3.47,2.02,Safe,00:15,FALSE
1353,General_Cargo,126,25,0.701,14.6,Steel,9.83,7.63,Ballast,5.41,9.83,0.9,0.9m,Net,12.2,10.8,4.31,Moderate,2.3,2.22,0.16,1.15,0.66,4.19,3.26,2.36,Safe,23:30,FALSE
1354,General_Cargo,124,20,0.754,14,General Cargo,9.22,12.22,Laden,9.22,5.07,0.68,7.3%,Net,14.4,13.7,1.66,Moderate,1.73,3,0.17,0.86,0.45,4.48,1.15,0.47,Marginal,16:15,FALSE
1355,ULCV,399,56,0.711,20.4,Containers,16.12,12.67,Ballast,9.67,16.12,0.75,7.8%,Net,14.9,13.6,5.28,Calm,0.26,3,0.69,0,0.65,4.34,1.54,0.79,Adequate,04:00,FALSE
1356,Cruise_Ship,286,37,0.604,20.8,Passengers,8.27,9.76,PartLaden,6.76,7.03,0.5,6.3%,Net,14.1,13.5,1.46,Calm,0.17,3,0.31,0,0.68,3.99,4.03,3.53,Safe,13:15,FALSE
1357,General_Cargo,121,25,0.716,13.6,Project Cargo,7.87,6.29,Ballast,4.33,7.87,0.74,0.74m,Net,11,10,2.05,Calm,0.3,1.96,0.21,0,0.6,2.77,4.5,3.76,Safe,01:00,FALSE
1358,Aframax,246,45,0.797,13.2,Crude Oil,13.92,9.96,Ballast,6.96,13.92,1.92,1.92m,Gross,14.6,13.2,1.49,Calm,0.06,3,0.28,0,0.69,3.97,7.64,5.72,Safe,08:00,TRUE
1359,Panamax_Bulk,227,34,0.857,13.3,Coal,14.47,9.51,Ballast,6.51,12.6,0.5,6.1%,Net,11.5,10.1,4.53,Calm,0.35,3,0.12,0,0.69,3.81,1.87,1.37,Safe,23:15,TRUE
1360,MR_Tanker,183,33,0.766,14.9,Chemicals,10.64,10.84,PartLaden,7.84,5.69,0.78,10.0%,Dynamic,12.8,11.6,2.09,Slight,0.9,3,0.22,0.45,0.61,4.28,1.29,0.51,Adequate,23:45,FALSE
1361,Capesize_Bulk,280,47,0.859,14.8,Coal,18.24,21.24,Laden,18.24,7.66,2.62,14.4%,Gross,26.6,24.6,1.65,Moderate,1.27,3,0.2,0.45,0.6,4.25,8.36,5.74,Safe,21:45,TRUE
1362,LNG_Carrier,309,53,0.721,16.6,LNG,12.16,15.16,Laden,12.16,7.9,0.87,0.87m,Net,19.3,18.2,3.39,Slight,0.62,3,0.38,0.2,0.56,4.14,3.56,2.69,Safe,18:45,FALSE
1363,VLCC,350,70,0.827,13.9,Crude Oil,21.65,24.65,Laden,21.65,9.74,1.86,8.6%,Net,28.5,27.7,3.81,Moderate,2.45,3,0.55,0.7,0.59,4.84,2.6,0.74,Adequate,04:45,FALSE
1364,Neo_Panamax,350,51,0.693,23.2,Containers,14.57,17.57,Laden,14.57,9.03,1.16,7.9%,Net,20.4,19.9,0.63,Slight,0.59,3,0.56,0.17,0.65,4.38,2.1,0.94,Adequate,08:15,TRUE
1365,Car_Carrier,221,35,0.583,19.4,Vehicles,8.17,9.13,Ballast,6.13,6.81,0.62,10.1%,Gross,13.7,12.1,3.15,Calm,0.42,3,0.22,0,0.38,3.6,7.57,6.95,Safe,06:45,TRUE
