vessel_id,imo_number,flagState,flagStateName,vessel_name,vessel_type,loa,beam,draft,grossTonnage,cargoType,cargoVolume,cargoUnit
1637,9824531,LR,Liberia,INTER UNITY II,Supramax Bulk,212,34,11.1,30764,Steel Products,50833,MT
1638,9061860,KR,South Korea,ARCTIC CARRIER II,Reefer,177,24,9.4,15307,Dairy,496968,CBF
1639,9381686,GR,Greece,STENA PERFORMANCE II,Panamax Tanker,237,38,13,47167,Fuel Oil,60585,MT
1640,9620911,DE,Germany,PIL ASIA V,Panamax Container,277,34,12.3,68345,Containers,4784,TEU
1641,9509016,GB,United Kingdom,YANG MING EXPRESS V,Neo-Panamax Container,362,52,13.7,117255,Containers,13519,TEU
1642,9739884,DE,Germany,OCEAN TITAN,VLCC,330,64,21.1,279624,Crude Oil,316607,MT
1643,9778818,MH,Marshall Islands,ASIA PROGRESS 8,General Cargo,149,21,9.8,11844,General Cargo,17303,MT
1644,9696264,LR,Liberia,MAERSK EAGLE IV,Neo-Panamax Container,358,50,14.7,137039,Containers,13678,TEU
1645,9165657,LR,Liberia,REGIONAL SHUTTLE I,Feeder Container,154,30,10.9,17076,Containers,1822,TEU
1646,9502087,MH,Marshall Islands,EURO MERCHANT 7,General Cargo,156,27,9.4,7218,Machinery,15165,MT
1647,9103765,US,United States,FEEDER EXPRESS 5,Feeder Container,170,25,10.3,24539,Containers,1817,TEU
1648,9146417,IN,India,SEA VICTORY,VLCC,327,61,20.7,195674,Crude Oil,273675,MT
1649,9978754,LR,Liberia,ROYAL DREAM,Cruise Ship,319,35,8.3,122744,Passengers,4480,PAX
1650,9854072,PH,Philippines,SUPRA HARMONY III,Supramax Bulk,207,32,12,39884,Fertilizer,61688,MT
1651,9375520,MH,Marshall Islands,SCORPIO PRINCESS V,Aframax,236,47,14.7,65594,Fuel Oil,115715,MT
1652,9043599,NL,Netherlands,GOLDEN CARRIER 6,Panamax Bulk,227,32,14.3,44653,Coal,79821,MT
1653,9369674,HK,Hong Kong,ASIA PROGRESS 5,General Cargo,141,28,8.9,15240,Machinery,23405,MT
1654,9221225,HK,Hong Kong,HANSA FALCON,Heavy Lift,161,29,7.9,14025,Heavy Lift,25460,MT
1655,9030374,PA,Panama,JUMBO FALCON 2,Heavy Lift,172,31,9.9,24300,Modules,28937,MT
1656,9180855,MH,Marshall Islands,SCORPIO QUEEN 3,Aframax,259,47,13.1,81901,Dirty Petroleum Products,105259,MT
1657,9594843,TW,Taiwan,EURO MERCHANT 3,General Cargo,168,23,9.2,14674,Timber,10820,MT
1658,9129235,PA,Panama,GLOBAL PROGRESS II,General Cargo,141,26,9.3,17288,Machinery,20148,MT
1659,9529312,NO,Norway,STENA MARY IV,MR Tanker,182,33,10.5,38792,Gasoline,42065,MT
1660,9363117,MH,Marshall Islands,YANG MING EAGLE II,Neo-Panamax Container,353,48,13.7,147331,Containers,15330,TEU
1661,9416735,MH,Marshall Islands,COASTAL RUBY II,Handysize Bulk,174,25,9.8,18458,Steel Products,26707,MT
1662,9495789,HK,Hong Kong,PIL PACIFIC I,Panamax Container,293,32,13.3,58734,Containers,4829,TEU
1663,9789703,MT,Malta,GOLDEN MERCHANT II,Panamax Bulk,222,32,12.5,35252,Grain,80834,MT
1664,9282295,SG,Singapore,BALTIC HIGHWAY II,RoRo Cargo,163,25,7.5,38186,Rolling Cargo,4205,LM
1665,9667826,BS,Bahamas,CARNIVAL WONDER V,Cruise Ship,298,33,8.6,98101,Passengers,4834,PAX
1666,9745515,MH,Marshall Islands,ARCTIC EXPRESS I,Reefer,160,22,10.4,16473,Fish,465709,CBF
1667,9492539,SG,Singapore,X-PRESS SERVICE I,Feeder Container,136,24,10,17007,Containers,2061,TEU
1668,9252348,IN,India,GLOBAL HARMONY 1,General Cargo,121,21,10,6081,Bagged Goods,24861,MT
1669,9159748,SG,Singapore,WAN HAI EUROPE 7,Panamax Container,293,34,12.9,70631,Containers,4008,TEU
1670,9208240,MH,Marshall Islands,EURO PROGRESS 6,General Cargo,148,20,8.7,17730,Machinery,23848,MT
1671,9226003,BS,Bahamas,REGIONAL EXPRESS 6,Feeder Container,141,29,8.6,11761,Containers,2660,TEU
1672,9980888,MH,Marshall Islands,DELTA PRIDE V,Suezmax,274,55,16.1,157586,Fuel Oil,150993,MT
1673,9896233,JP,Japan,CELEBRITY WONDER III,Cruise Ship,337,39,8.8,136879,Passengers,5441,PAX
1674,9667598,ID,Indonesia,STENA SOFIA III,MR Tanker,171,34,9.9,35160,Gasoline,41980,MT
1675,9348430,SG,Singapore,HAFNIA ANNE IV,MR Tanker,182,34,9.6,33156,Naphtha,37297,MT
1676,9157028,PA,Panama,SUNNY DIAMOND II,Handysize Bulk,172,25,9.1,24533,General Bulk,38180,MT
1677,9842282,LR,Liberia,COASTAL SHUTTLE 6,Feeder Container,194,24,10.6,28474,Containers,1017,TEU
1678,9252641,HK,Hong Kong,REGIONAL EXPRESS 7,Feeder Container,136,25,10.5,28737,Containers,2605,TEU
1679,9925479,PA,Panama,IRON VICTORY 7,Capesize Bulk,272,47,16.7,92501,Iron Ore,207668,MT
1680,9103952,MH,Marshall Islands,ATLANTIC TITAN,VLCC,342,58,20.6,199309,Crude Oil,300203,MT
1681,9115070,MH,Marshall Islands,HANDY SPIRIT 6,Handymax Bulk,196,28,11.5,30548,Logs,48235,MT
1682,9464195,BS,Bahamas,MOL CHAMPION II,PCTC,208,32,10.1,78959,Vehicles,6538,CEU
1683,9613097,MT,Malta,COOL TRADER V,Reefer,151,27,10.4,9808,Fish,432408,CBF
1684,9169903,MH,Marshall Islands,COASTAL SERVICE 9,Feeder Container,165,26,8.1,23473,Containers,2858,TEU
1685,9623603,NO,Norway,HANDY SPIRIT V,Handymax Bulk,175,29,11.5,21952,Fertilizer,41042,MT
1686,9029391,NO,Norway,MINERAL DIGNITY I,Capesize Bulk,294,43,18.4,96706,Coal,164265,MT
1687,9232304,PA,Panama,NORDIC INTEGRITY IV,Chemical Tanker,172,29,10.3,18552,Chemicals,29206,MT
1688,9105784,LR,Liberia,BALTIC QUEEN 4,Aframax,256,47,13,81424,Fuel Oil,109811,MT
1689,9996958,PA,Panama,X-PRESS LINK III,Feeder Container,153,29,8.6,21639,Containers,1970,TEU
1690,9835597,HK,Hong Kong,WAN HAI ASIA 6,Panamax Container,265,34,13.5,58788,Containers,4273,TEU
1691,9321238,PH,Philippines,HAFNIA LIGHT IV,Aframax,247,43,14.6,55932,Crude Oil,118867,MT
1692,9424383,PA,Panama,NAVIGATOR PRINCESS 2,LPG Carrier,205,33,11.9,57919,Ammonia,55538,CBM
1693,9761698,LR,Liberia,MARAN PIONEER III,LNG Carrier,343,53,11.2,121371,LNG,207554,CBM
1694,9942205,JP,Japan,CMA CGM GLORY IV,ULCV,399,60,15.5,239332,Containers,20415,TEU
1695,9263774,LR,Liberia,EVER ACE III,ULCV,400,57,16.4,221406,Containers,23133,TEU
1696,9324341,GB,United Kingdom,SCORPIO LIGHT V,Aframax,259,47,14.6,62963,Dirty Petroleum Products,89142,MT
1697,9375187,PH,Philippines,PANA CARRIER II,Panamax Bulk,247,34,14.3,41606,Bauxite,82535,MT
1698,9595599,JP,Japan,SCORPIO PERFORMANCE 5,Panamax Tanker,246,32,12.9,47655,Gasoil,66973,MT
1699,9107753,ID,Indonesia,NORDIC PRECISION II,Chemical Tanker,173,31,10.6,17372,Caustic Soda,19798,MT
1700,9011335,MT,Malta,COLOR LINE 2,Passenger Ferry,186,25,6.1,43470,Passengers,2250,PAX
1701,9654177,MH,Marshall Islands,INTER UNITY 3,Supramax Bulk,199,34,12.1,36033,Cement,60414,MT
1702,9916357,JP,Japan,ISLAND RUBY IV,Handysize Bulk,165,24,9.7,14814,Steel Products,39409,MT
1703,9252830,CN,China,STENA MARY V,MR Tanker,170,28,9.5,24341,Jet Fuel,48580,MT
1704,9628701,HK,Hong Kong,HAFNIA SPIRIT IV,Aframax,251,46,13.8,83548,Dirty Petroleum Products,108220,MT
1705,9731847,SA,Saudi Arabia,NAVIGATOR LEADER II,LPG Carrier,257,32,11.6,51984,LPG,70440,CBM
1706,9886369,SG,Singapore,DOF PROVIDER 5,Offshore Supply,81,21,5.6,3943,Drilling Supplies,5897,MT
1707,9081830,LR,Liberia,EVERGREEN ASIA III,Panamax Container,291,37,12.8,59835,Containers,4034,TEU
1708,9196939,BS,Bahamas,DORIAN LEADER III,LPG Carrier,221,42,11.4,57898,LPG,79268,CBM
1709,9815104,PA,Panama,BW PIONEER I,LPG Carrier,250,37,11.4,49819,LPG,63000,CBM
1710,9513127,JP,Japan,DOF PROVIDER I,Offshore Supply,90,21,6.3,3203,Deck Cargo,4254,MT
1711,9718268,JP,Japan,TRANS TRADER 9,General Cargo,127,22,9.4,15464,Machinery,8996,MT
1712,9884291,PA,Panama,HMM OSCAR V,ULCV,394,59,15.8,187997,Containers,21713,TEU
1713,9828490,SG,Singapore,POLAR STAR I,Reefer,130,28,9.1,16194,Meat,635935,CBF
1714,9099971,LR,Liberia,ARDMORE SPIRIT IV,Panamax Tanker,249,38,13.5,51498,Clean Petroleum Products,59935,MT
1715,9851283,MH,Marshall Islands,JUMBO RANGER 3,Heavy Lift,162,33,9.1,16810,Heavy Lift,17168,MT
1716,9070398,IN,India,STAR SPIRIT 9,Handymax Bulk,177,28,11.1,33914,Grain,39342,MT
1717,9147612,KR,South Korea,FINNLINES HIGHWAY III,RoRo Cargo,150,31,9.4,33474,Trailers,4177,LM
1718,9661063,CY,Cyprus,EURO MERCHANT III,General Cargo,121,23,8.3,12616,Timber,9163,MT
1719,9491715,MH,Marshall Islands,SCORPIO QUEEN IV,Aframax,237,43,12.6,70158,Crude Oil,96833,MT
1720,9146987,HK,Hong Kong,ISLAND DIAMOND III,Handysize Bulk,146,24,9.6,12851,Scrap Metal,28105,MT
1721,9618343,MT,Malta,PIL EUROPE IV,Panamax Container,269,32,12.2,58546,Containers,5415,TEU
1722,9931089,LR,Liberia,HAFNIA PROGRESS II,Panamax Tanker,238,38,12.3,52981,Clean Petroleum Products,66844,MT
1723,9738109,MH,Marshall Islands,EURO PROGRESS 9,General Cargo,124,25,8.9,10090,Timber,20543,MT
1724,9379103,GR,Greece,SCORPIO PERFORMANCE II,Panamax Tanker,240,33,13.1,44766,Fuel Oil,74785,MT
1725,9806688,BS,Bahamas,NAVIG8 CONFIDENCE 5,Chemical Tanker,187,25,10.6,31376,Methanol,37422,MT
1726,9961571,PA,Panama,PACIFIC MERCHANT III,Panamax Bulk,232,36,12.7,42308,Coal,68576,MT
1727,9450439,BS,Bahamas,EURO HARMONY IV,General Cargo,146,27,9.5,6666,Timber,19975,MT
1728,9341220,BS,Bahamas,GENER8 LIGHT II,Suezmax,300,51,15.6,87648,Crude Oil,134968,MT
1729,9186478,IN,India,EVERGREEN ASIA V,Panamax Container,290,32,13.1,53457,Containers,4175,TEU
1730,9683654,LR,Liberia,HANDY PEARL 6,Handysize Bulk,167,30,9.2,17609,Grain,26778,MT
1731,9269039,MH,Marshall Islands,ATLANTIC VOYAGER III,VLCC,332,59,21.1,251991,Crude Oil,298994,MT
1732,9205225,LR,Liberia,DISNEY FANTASY,Cruise Ship,326,39,9.2,169939,Passengers,3949,PAX
1733,9487569,PA,Panama,SUPRA UNITY I,Supramax Bulk,205,30,12.7,35700,Sugar,57476,MT
1734,9126239,MH,Marshall Islands,ASIA HARMONY 9,General Cargo,122,20,7.9,17019,Timber,10346,MT
1735,9460424,PA,Panama,STAR GLORY 3,Capesize Bulk,280,45,17.2,114350,Iron Ore,165324,MT
1736,9415057,PA,Panama,SCORPIO LAURA 8,MR Tanker,188,31,11.2,33244,Jet Fuel,41212,MT
1737,9313442,MT,Malta,MINERAL DIGNITY 7,Capesize Bulk,294,45,17.9,95617,Coal,196053,MT
1738,9375767,NL,Netherlands,COOL TRADER III,Reefer,175,27,8.1,12763,Fish,448369,CBF
1739,9689172,HK,Hong Kong,INTER FORTUNE 2,Supramax Bulk,194,33,11.7,38351,Steel Products,61870,MT
1740,9960404,GR,Greece,NAVIGATOR PIONEER 9,LPG Carrier,221,39,11.7,37054,Butane,66779,CBM
1741,9465554,DK,Denmark,PANA TRADER 2,Panamax Bulk,228,34,13.3,36803,Iron Ore,79505,MT
1742,9846368,IN,India,ZIM ASIA I,Panamax Container,267,33,13.4,73523,Containers,5003,TEU
1743,9569586,KR,South Korea,HAFNIA PROGRESS 7,Panamax Tanker,247,38,11.1,52142,Gasoil,61833,MT
1744,9050436,LR,Liberia,NAVIG8 PRECISION 4,Chemical Tanker,171,22,10.7,29161,Caustic Soda,16536,MT
1745,9633690,SG,Singapore,SCORPIO MARY II,MR Tanker,174,30,11.3,25633,Diesel,54439,MT
1746,9952643,GR,Greece,PACIFIC MERCHANT 4,Panamax Bulk,220,34,13.1,50779,Coal,70877,MT
1747,9336707,MT,Malta,STENA ANNE III,MR Tanker,181,30,10.8,37969,Jet Fuel,51380,MT
1748,9508461,IT,Italy,REGIONAL LINK 6,Feeder Container,196,28,10.8,13147,Containers,760,TEU
1749,9810926,HK,Hong Kong,SCORPIO ANNE V,MR Tanker,183,32,11.2,23587,Naphtha,43649,MT
1750,9535044,GB,United Kingdom,SK STAR 7,LNG Carrier,296,55,11.8,168152,LNG,203920,CBM
1751,9634344,MH,Marshall Islands,COOL TRADER 5,Reefer,155,25,8.2,17240,Dairy,481452,CBF
1752,9072586,PA,Panama,TORM ANNE II,MR Tanker,188,28,11.3,32442,Clean Petroleum Products,37997,MT
1753,9029627,GR,Greece,ATLANTIC SPIRIT IV,Handymax Bulk,187,33,10.2,25733,Grain,50502,MT
1754,9151683,MH,Marshall Islands,FRESH EXPRESS 8,Reefer,133,25,9.1,13986,Dairy,391634,CBF
1755,9305011,CN,China,SCORPIO PERFORMANCE III,Panamax Tanker,221,34,12.6,44592,Fuel Oil,67836,MT
1756,9810292,CY,Cyprus,SAL GIANT,Heavy Lift,160,35,7.9,15315,Heavy Lift,26275,MT
1757,9956828,DE,Germany,MINERAL PROSPERITY IV,Capesize Bulk,291,50,18.1,86370,Iron Ore,189540,MT
1758,9136021,IN,India,MINERVA MAX,Suezmax,283,54,16.6,163691,Crude Oil,137044,MT
1759,9397153,LR,Liberia,EVER ACE II,ULCV,387,62,15,214313,Containers,23242,TEU
1760,9444677,NO,Norway,ASIA PROGRESS 9,General Cargo,164,28,9.3,13119,General Cargo,11082,MT
1761,9102337,US,United States,INTER PROGRESS V,Supramax Bulk,200,33,11.4,32961,Fertilizer,64656,MT
1762,9567553,MH,Marshall Islands,IRON PROSPERITY III,Capesize Bulk,272,43,18.3,119260,Coal,206136,MT
1763,9979909,HK,Hong Kong,GLOBAL TRADER III,General Cargo,135,28,8.6,10460,General Cargo,18012,MT
1764,9200740,LR,Liberia,MINERVA STAR II,Suezmax,270,48,16.4,106383,Crude Oil,126322,MT
1765,9753983,HK,Hong Kong,FRONT CHAMPION,VLCC,320,69,20,244019,Crude Oil,267329,MT
1766,9351406,BS,Bahamas,WAN HAI ATLANTIC IV,Panamax Container,280,36,13.3,58122,Containers,5363,TEU
1767,9970764,HK,Hong Kong,COASTAL SHUTTLE I,Feeder Container,167,27,9.6,22182,Containers,1501,TEU
1768,9300885,US,United States,DOLE CARRIER III,Reefer,148,26,9,9251,Refrigerated Cargo,404708,CBF
1769,9115274,JP,Japan,SAMSUNG STAR IV,LNG Carrier,333,46,11.3,120299,LNG,191515,CBM
1770,9945999,ID,Indonesia,GLOVIS HIGHWAY I,PCTC,203,32,9.5,47456,Cars,4892,CEU
1771,9963434,MH,Marshall Islands,TIDEWATER SERVER 2,Offshore Supply,80,20,6.8,4404,Fuel,4818,MT
1772,9343709,LR,Liberia,TRANS HARMONY 6,General Cargo,142,28,8.6,12033,Timber,8267,MT
1773,9177772,ID,Indonesia,STENA STAR 7,Passenger Ferry,190,26,6.9,32330,Passengers,2220,PAX
1774,9919362,PA,Panama,EURO HARMONY 3,General Cargo,139,25,9.3,9198,Steel,8873,MT
1775,9059637,PA,Panama,SUPRA PROGRESS IV,Supramax Bulk,217,34,12.7,34561,Cement,50126,MT
1776,9736174,ID,Indonesia,ODFJELL INTEGRITY 2,Chemical Tanker,141,28,10.6,15921,Chemicals,20878,MT
1777,9464417,SG,Singapore,TORM STAR I,Aframax,241,44,12.6,66364,Crude Oil,115057,MT
1778,9780234,JP,Japan,BALTIC PRINCESS III,Aframax,248,42,14.9,72195,Fuel Oil,115325,MT
1779,9214715,PA,Panama,HOEGH LEADER II,PCTC,184,34,8.9,71223,Trucks,4384,CEU
1780,9108645,HK,Hong Kong,NORDIC PRIDE II,Suezmax,295,52,16.6,116377,Fuel Oil,160510,MT
1781,9950681,LR,Liberia,CAPE PROSPERITY II,Capesize Bulk,271,46,17.9,84806,Iron Ore,190785,MT
1782,9589835,IN,India,SCORPIO LIGHT III,Aframax,232,47,13.2,62077,Dirty Petroleum Products,116553,MT
1783,9723079,NL,Netherlands,YANG MING HARMONY 8,Neo-Panamax Container,347,50,14.6,148389,Containers,15632,TEU
1784,9511032,DK,Denmark,NORDIC PRECISION IV,Chemical Tanker,169,28,8.6,14126,Caustic Soda,21018,MT
1785,9819897,MH,Marshall Islands,COASTAL LINK I,Feeder Container,184,29,8.1,18897,Containers,1353,TEU
1786,9351773,KR,South Korea,PANA MERCHANT IV,Panamax Bulk,231,38,13.3,44675,Bauxite,71303,MT
1787,9942240,PH,Philippines,SUPRA FORTUNE 5,Supramax Bulk,219,32,11.3,39733,Steel Products,64170,MT
1788,9543614,BS,Bahamas,STOLT CONFIDENCE III,Chemical Tanker,173,24,9.8,21067,Caustic Soda,34473,MT
1789,9972970,LR,Liberia,STAR PROSPERITY II,Capesize Bulk,298,46,16.4,80204,Iron Ore,171781,MT
1790,9146695,CN,China,GASLOG HORIZON I,LNG Carrier,322,55,12.5,100300,LNG,181282,CBM
1791,9620055,PA,Panama,PIL EUROPE V,Panamax Container,282,32,12.1,50580,Containers,4676,TEU
1792,9040194,AE,UAE,SCORPIO STAR V,Aframax,242,42,14.6,68570,Crude Oil,105623,MT
1793,9150426,BS,Bahamas,DOF SUPPORTER III,Offshore Supply,72,20,6,5048,Deck Cargo,4204,MT
1794,9258282,US,United States,STENA EMMA IV,MR Tanker,176,30,9.5,28317,Gasoline,36171,MT
1795,9716896,PA,Panama,HMM GLORY II,ULCV,386,57,16,198417,Containers,21295,TEU
1796,9576863,SG,Singapore,BOURBON SERVER I,Offshore Supply,93,21,7.4,4758,Deck Cargo,3067,MT
1797,9686825,MT,Malta,CAPE DIGNITY V,Capesize Bulk,275,49,16.3,99349,Iron Ore,168385,MT
1798,9543497,LR,Liberia,EVERGREEN EUROPE IV,Panamax Container,271,37,12.2,64115,Containers,5062,TEU
1799,9931412,MH,Marshall Islands,FEEDER SHUTTLE 2,Feeder Container,176,26,9.2,20833,Containers,1626,TEU
1800,9697054,HK,Hong Kong,SWIRE SUPPORTER IV,Offshore Supply,90,24,7.2,4977,Fuel,4390,MT
1801,9817150,MT,Malta,GLOVIS TRIUMPH III,PCTC,229,36,8.5,57487,Vehicles,6832,CEU
1802,9838147,NO,Norway,NORDIC EXCELLENCE III,Chemical Tanker,154,31,8.7,24260,Chemicals,37651,MT
1803,9289201,JP,Japan,POLAR CARRIER 9,Reefer,157,27,9.2,14015,Meat,540269,CBF
1804,9406019,SG,Singapore,ISLAND RUBY III,Handysize Bulk,148,29,9.9,13444,Logs,23162,MT
1805,9374195,PA,Panama,ONE FUTURE V,Neo-Panamax Container,354,52,14.9,115200,Containers,14178,TEU
1806,9032445,CN,China,ZIM PACIFIC IV,Panamax Container,289,38,12,65008,Containers,4247,TEU
1807,9639529,HK,Hong Kong,K LINE SPIRIT 6,PCTC,228,35,8,65011,Trucks,7925,CEU
1808,9839110,MH,Marshall Islands,MSC TRUST 7,Neo-Panamax Container,349,48,14.6,103106,Containers,12715,TEU
1809,9467795,NO,Norway,FEEDER SHUTTLE III,Feeder Container,172,24,10.7,26371,Containers,1468,TEU
1810,9151258,CY,Cyprus,STAR PROSPERITY 7,Capesize Bulk,297,45,16.9,119744,Coal,201543,MT
1811,9510293,SG,Singapore,ULTRA UNITY 7,Supramax Bulk,191,31,12.2,34369,Sugar,56274,MT
1812,9838303,FR,France,ARDMORE EMMA I,MR Tanker,190,33,10.6,34415,Jet Fuel,50162,MT
1813,9821953,LR,Liberia,NYK LEADER 3,PCTC,214,36,8.3,45045,Cars,5513,CEU
1814,9662724,CY,Cyprus,NORWEGIAN FANTASY I,Cruise Ship,277,33,8.6,199634,Passengers,2342,PAX
1815,9657007,MH,Marshall Islands,ATLANTIC GLORY,VLCC,330,70,18.9,265204,Crude Oil,265804,MT
1816,9225652,HK,Hong Kong,ASIA TRADER 6,General Cargo,128,27,9.3,18322,General Cargo,15696,MT
1817,9127195,SG,Singapore,SUNRISE TRADER IV,Panamax Bulk,231,35,13.6,45000,Grain,71800,MT
1818,9974642,DK,Denmark,BALTIC TRADER III,RoRo Cargo,155,30,8.6,17692,Trailers,5413,LM
1819,9727783,CN,China,ULTRA FORTUNE 8,Supramax Bulk,215,31,11.8,32602,Steel Products,63378,MT
1820,9509631,BS,Bahamas,NAVIGATOR PIONEER V,LPG Carrier,233,32,11.3,37652,Propane,57563,CBM
1821,9451302,PA,Panama,SCORPIO LIGHT 9,Aframax,233,42,14.5,65552,Dirty Petroleum Products,117550,MT
1822,9721370,LR,Liberia,ARDMORE MARY IV,MR Tanker,170,32,10.6,39204,Clean Petroleum Products,50880,MT
1823,9730670,MH,Marshall Islands,HANDY PEARL V,Handysize Bulk,176,24,10.3,12745,Steel Products,23914,MT
1824,9592334,HK,Hong Kong,ASIA MERCHANT 7,General Cargo,135,24,7.6,16134,Machinery,15949,MT
1825,9991253,LR,Liberia,DISNEY DREAM,Cruise Ship,340,38,7.5,208649,Passengers,2662,PAX
1826,9213567,HK,Hong Kong,ULTRA PROGRESS I,Supramax Bulk,218,35,11.4,30075,Steel Products,62060,MT
1827,9749788,NL,Netherlands,NAVIG8 EXCELLENCE IV,Chemical Tanker,175,26,11.3,17390,Caustic Soda,38851,MT
1828,9842287,CN,China,MOL LEADER IV,PCTC,201,33,10,79210,Vehicles,7069,CEU
1829,9122390,HK,Hong Kong,MSC GLORY 6,ULCV,394,60,14.8,205938,Containers,20206,TEU
1830,9744462,JP,Japan,EVER OSCAR 2,ULCV,400,62,15.4,195204,Containers,20721,TEU
1831,9725595,MT,Malta,HAPAG EAGLE 2,Neo-Panamax Container,327,50,14.1,127948,Containers,15006,TEU
1832,9299271,SG,Singapore,HANDY CARRIER 4,Handymax Bulk,184,31,10.4,21251,Cement,50772,MT
1833,9160840,KR,South Korea,HOEGH LEADER IV,PCTC,204,31,10.2,67222,Trucks,7318,CEU
1834,9900490,LR,Liberia,GASLOG GRACE V,LNG Carrier,324,50,11.8,107171,LNG,180406,CBM
1835,9736368,LR,Liberia,SUNRISE HARVEST V,Panamax Bulk,249,37,14.3,41674,Grain,79683,MT
1836,9096278,PA,Panama,STENA STAR II,Passenger Ferry,169,31,7.1,39971,Passengers,1903,PAX
1837,9978631,AE,UAE,SUNRISE TRADER III,Panamax Bulk,236,36,13.9,46043,Bauxite,80128,MT
1838,9981438,NO,Norway,NORDIC SPIRIT I,Suezmax,281,55,16.2,135792,Crude Oil,132775,MT
1839,9015184,PA,Panama,ONE HARMONY II,Neo-Panamax Container,328,51,14.7,101014,Containers,14910,TEU
1840,9938789,MH,Marshall Islands,BW STAR I,LPG Carrier,231,42,12,44500,LPG,79676,CBM
1841,9808195,MT,Malta,GLOBAL HARMONY III,General Cargo,145,20,9.1,8932,General Cargo,22100,MT
1842,9431885,MH,Marshall Islands,SAL GIANT IV,Heavy Lift,180,27,8.7,18624,Project Cargo,21383,MT
1843,9712077,GR,Greece,STOLT EXCELLENCE V,Chemical Tanker,169,23,8.9,14129,Chemicals,42286,MT
1844,9395931,BS,Bahamas,GLOBAL MERCHANT 3,General Cargo,143,28,9.2,19540,Machinery,19249,MT
1845,9929042,PA,Panama,EVERGREEN PACIFIC III,Panamax Container,272,37,12.8,65087,Containers,4650,TEU
1846,9924782,LR,Liberia,HAFNIA PROGRESS 4,Panamax Tanker,236,37,12.9,50048,Clean Petroleum Products,62517,MT
1847,9309178,HK,Hong Kong,MINERAL VICTORY III,Capesize Bulk,293,49,17.8,101485,Coal,198981,MT
1848,9735862,PA,Panama,PACIFIC CARRIER 9,Panamax Bulk,247,37,12.6,35400,Iron Ore,75954,MT
1849,9971997,GR,Greece,STAR MERCHANT I,Handymax Bulk,197,34,10.7,24740,Fertilizer,49303,MT
1850,9896802,JP,Japan,ASIA HARMONY 8,General Cargo,161,28,8,10112,Bagged Goods,10747,MT
1851,9637574,JP,Japan,TORM STAR 8,Aframax,240,45,14.5,78605,Crude Oil,114631,MT
1852,9848086,JP,Japan,TRANS TRADER 1,General Cargo,137,22,8.7,19301,Machinery,12886,MT
1853,9332855,SG,Singapore,ONE EAGLE 3,Neo-Panamax Container,336,48,15.2,107211,Containers,12381,TEU
1854,9846380,LR,Liberia,TORM STAR III,Aframax,266,43,13.7,56679,Fuel Oil,83583,MT
1855,9901243,PA,Panama,ODFJELL CONFIDENCE III,Chemical Tanker,183,32,9.1,21356,Vegetable Oils,15140,MT
1856,9780079,ID,Indonesia,HAPAG TRUST V,Neo-Panamax Container,358,51,15.1,158701,Containers,12990,TEU
1857,9126805,LR,Liberia,MARAN MAX I,Suezmax,294,48,15.1,132507,Fuel Oil,157703,MT
1858,9686908,DK,Denmark,DOLE STAR II,Reefer,132,24,8.6,13791,Fruits,490770,CBF
1859,9754161,MH,Marshall Islands,HANDY MERCHANT 2,Handymax Bulk,178,28,10.5,27854,Steel Coils,48845,MT
1860,9628974,MH,Marshall Islands,ARDMORE PERFORMANCE 8,Panamax Tanker,239,38,11.5,52943,Clean Petroleum Products,74626,MT
1861,9886367,MH,Marshall Islands,ATLANTIC TRADER 7,Handymax Bulk,175,34,10.8,27034,Steel Coils,41337,MT
1862,9304661,CN,China,EURO TRADER 8,General Cargo,153,25,10,6098,Steel,20049,MT
1863,9702271,MT,Malta,BALTIC CARRIER I,RoRo Cargo,195,30,8.8,25156,Rolling Cargo,5155,LM
1864,9861049,PA,Panama,MAERSK EAGLE 7,Neo-Panamax Container,328,50,14.3,131654,Containers,14163,TEU
1865,9469932,MH,Marshall Islands,CMA CGM OSCAR IV,ULCV,380,61,14.9,238670,Containers,22264,TEU
1866,9718866,PA,Panama,COASTAL SHUTTLE 3,Feeder Container,199,28,10.1,20920,Containers,878,TEU
1867,9965627,CN,China,HANDY DIAMOND II,Handysize Bulk,166,29,9.2,21827,Steel Products,29213,MT
1868,9245266,HK,Hong Kong,GLOVIS HIGHWAY IV,PCTC,198,33,10.3,60600,Vehicles,7126,CEU
1869,9597102,GR,Greece,EAGLE NAVIGATOR II,VLCC,331,67,20.8,284701,Crude Oil,276370,MT
1870,9434011,LR,Liberia,TRANS HARMONY 8,General Cargo,123,25,9.6,10475,Bagged Goods,14091,MT
1871,9153039,LR,Liberia,MOL HIGHWAY I,PCTC,226,33,10.3,63751,Heavy Machinery,6196,CEU
1872,9850761,SG,Singapore,WAN HAI ATLANTIC III,Panamax Container,275,37,12.8,61953,Containers,5266,TEU
1873,9138822,CN,China,TALLINK SPIRIT III,Passenger Ferry,177,31,6.5,42186,Vehicles,3351,PAX
1874,9896954,LR,Liberia,GOLDEN HARVEST 5,Panamax Bulk,232,33,13.5,35959,Iron Ore,76011,MT
1875,9889423,DE,Germany,ASIA PROGRESS 2,General Cargo,167,28,9.7,8036,Steel,19496,MT
1876,9797748,GB,United Kingdom,POLAR CARRIER III,Reefer,180,25,9.3,15454,Fish,461842,CBF
